folder_type,subfolder,filename,response,yes_no,explanation
bbox,hard_negative,ann_233.png,"No. The cell displays a dark, pyknotic, and shrunken appearance characteristic of an apoptotic cell rather than the organized chromosomal condensation pattern of an active mitotic figure.",no.,"The cell displays a dark, pyknotic, and shrunken appearance characteristic of an apoptotic cell rather than the organized chromosomal condensation pattern of an active mitotic figure."
bbox,hard_negative,ann_234.png,"Yes. The cell inside the box displays clear condensation of chromatin into distinct, angular chromosome structures without a visible nuclear membrane, which is characteristic of a mitotic figure.",yes.,"The cell inside the box displays clear condensation of chromatin into distinct, angular chromosome structures without a visible nuclear membrane, which is characteristic of a mitotic figure."
bbox,hard_negative,ann_235.png,"Yes. The cell exhibits clear chromosome condensation in a V-shaped pattern with no visible nuclear membrane, which is characteristic of the anaphase stage of mitosis.",yes.,"The cell exhibits clear chromosome condensation in a V-shaped pattern with no visible nuclear membrane, which is characteristic of the anaphase stage of mitosis."
bbox,hard_negative,ann_236.png,"No. The cell has a smooth, condensed, and featureless appearance typical of an apoptotic nucleus rather than the distinct, organized chromosomal structures characteristic of a mitotic figure.",no.,"The cell has a smooth, condensed, and featureless appearance typical of an apoptotic nucleus rather than the distinct, organized chromosomal structures characteristic of a mitotic figure."
bbox,hard_negative,ann_237.png,"YES. The cell within the red box displays distinct, condensed chromosome arms arranged in a disorganized pattern characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell within the red box displays distinct, condensed chromosome arms arranged in a disorganized pattern characteristic of a mitotic figure, with no visible nuclear membrane."
bbox,hard_negative,ann_239.png,"YES. The cell exhibits clearly condensed, irregular, and angular chromosomal material characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell exhibits clearly condensed, irregular, and angular chromosomal material characteristic of a mitotic figure, with no visible nuclear membrane."
bbox,hard_negative,ann_24.png,"No. The cell has an intact nuclear membrane and a round, compact, and darkly stained nucleus typical of a hyperchromatic nucleus or a lymphocyte, rather than the dispersed, chaotic chromosome structure of a mitotic figure.",no.,"The cell has an intact nuclear membrane and a round, compact, and darkly stained nucleus typical of a hyperchromatic nucleus or a lymphocyte, rather than the dispersed, chaotic chromosome structure of a mitotic figure."
bbox,hard_negative,ann_244.png,"No. The cell has a shrunken, pyknotic appearance with a relatively smooth, rounded contour rather than the distinct, jagged chromosome configurations characteristic of active mitosis.",no.,"The cell has a shrunken, pyknotic appearance with a relatively smooth, rounded contour rather than the distinct, jagged chromosome configurations characteristic of active mitosis."
bbox,hard_negative,ann_251.png,"YES. The cell exhibits clear condensation of chromatin into distinct, irregularly shaped chromosome arms, which is characteristic of a cell in an active phase of mitosis.",yes.,"The cell exhibits clear condensation of chromatin into distinct, irregularly shaped chromosome arms, which is characteristic of a cell in an active phase of mitosis."
bbox,hard_negative,ann_252.png,"Yes. The cell shows evidence of chromosome condensation into a distinct, irregularly shaped structure characteristic of the equatorial plate during metaphase, with no intact nuclear membrane visible.",yes.,"The cell shows evidence of chromosome condensation into a distinct, irregularly shaped structure characteristic of the equatorial plate during metaphase, with no intact nuclear membrane visible."
bbox,hard_negative,ann_255.png,"Yes. The cell exhibits clearly condensed, irregular dark chromatin characteristic of mitotic chromosomes, lacking a visible nuclear membrane.",yes.,"The cell exhibits clearly condensed, irregular dark chromatin characteristic of mitotic chromosomes, lacking a visible nuclear membrane."
bbox,hard_negative,ann_256.png,"No. The cell has an intact nuclear membrane and a round, uniform appearance that lacks the distinct chromosomal condensation and chaotic, irregular arrangement characteristic of mitotic figures.",no.,"The cell has an intact nuclear membrane and a round, uniform appearance that lacks the distinct chromosomal condensation and chaotic, irregular arrangement characteristic of mitotic figures."
bbox,hard_negative,ann_257.png,"Yes. The cell inside the red box shows the characteristic condensed, irregular, and disjointed chromosomal appearance of an active mitotic figure, with no discernible nuclear membrane.",yes.,"The cell inside the red box shows the characteristic condensed, irregular, and disjointed chromosomal appearance of an active mitotic figure, with no discernible nuclear membrane."
bbox,hard_negative,ann_261.png,"Yes. The cell contains condensed, dark, irregularly shaped chromatin arranged in a pattern consistent with chromosome organization during mitosis, and the nuclear membrane is no longer clearly defined.",yes.,"The cell contains condensed, dark, irregularly shaped chromatin arranged in a pattern consistent with chromosome organization during mitosis, and the nuclear membrane is no longer clearly defined."
bbox,hard_negative,ann_264.png,"Yes. The cell exhibits clear condensation of chromatin into distinct, dark, irregular structures characteristic of chromosomes, and the nuclear membrane is no longer visible, indicating an active state of mitosis.",yes.,"The cell exhibits clear condensation of chromatin into distinct, dark, irregular structures characteristic of chromosomes, and the nuclear membrane is no longer visible, indicating an active state of mitosis."
bbox,hard_negative,ann_265.png,"YES. The cell within the red box displays clear chromosome condensation with a distinct, disorganized, and irregular morphology, characteristic of the metaphase stage of mitosis rather than an apoptotic or hyperchromatic nucleus.",yes.,"The cell within the red box displays clear chromosome condensation with a distinct, disorganized, and irregular morphology, characteristic of the metaphase stage of mitosis rather than an apoptotic or hyperchromatic nucleus."
bbox,hard_negative,ann_266.png,"Yes. The cell inside the red box displays characteristic features of a mitotic figure, specifically the condensed, dark, and disorganized chromosome structure lacking an intact nuclear membrane, consistent with the metaphase or anaphase stage of cell division.",yes.,"The cell inside the red box displays characteristic features of a mitotic figure, specifically the condensed, dark, and disorganized chromosome structure lacking an intact nuclear membrane, consistent with the metaphase or anaphase stage of cell division."
bbox,hard_negative,ann_267.png,"No. The nucleus in the red box appears to be a pyknotic, apoptotic cell with a dense, retracted, and round nuclear body rather than the distinct, dispersed chromosomal structure characteristic of a mitotic figure.",no.,"The nucleus in the red box appears to be a pyknotic, apoptotic cell with a dense, retracted, and round nuclear body rather than the distinct, dispersed chromosomal structure characteristic of a mitotic figure."
bbox,hard_negative,ann_269.png,"Yes. The cell exhibits clearly condensed, irregular chromosomal material arranged in a scattered, chaotic pattern characteristic of an active mitotic figure, with no discernible nuclear membrane.",yes.,"The cell exhibits clearly condensed, irregular chromosomal material arranged in a scattered, chaotic pattern characteristic of an active mitotic figure, with no discernible nuclear membrane."
bbox,hard_negative,ann_27.png,"No. The cell has a smooth, rounded, and dark appearance consistent with a hyperchromatic nucleus or apoptosis, rather than the characteristic condensed, structured chromosomal arms seen in active mitosis.",no.,"The cell has a smooth, rounded, and dark appearance consistent with a hyperchromatic nucleus or apoptosis, rather than the characteristic condensed, structured chromosomal arms seen in active mitosis."
bbox,hard_negative,ann_270.png,"YES. The cell exhibits condensed, irregular chromatin arranged in a distinct, non-spherical, chaotic pattern indicative of active mitotic division, rather than the smooth, uniform appearance of an apoptotic or hyperchromatic nucleus.",yes.,"The cell exhibits condensed, irregular chromatin arranged in a distinct, non-spherical, chaotic pattern indicative of active mitotic division, rather than the smooth, uniform appearance of an apoptotic or hyperchromatic nucleus."
bbox,hard_negative,ann_271.png,"Yes. The cell within the red box displays clearly condensed, irregularly shaped chromatin structures arranged in a chaotic pattern, indicative of a mitotic figure rather than a condensed or apoptotic nucleus.",yes.,"The cell within the red box displays clearly condensed, irregularly shaped chromatin structures arranged in a chaotic pattern, indicative of a mitotic figure rather than a condensed or apoptotic nucleus."
bbox,hard_negative,ann_272.png,"Yes. The cell within the red box displays characteristic V-shaped, condensed chromatin arms and the absence of a visible nuclear membrane, which are hallmark features of a mitotic figure in anaphase or metaphase.",yes.,"The cell within the red box displays characteristic V-shaped, condensed chromatin arms and the absence of a visible nuclear membrane, which are hallmark features of a mitotic figure in anaphase or metaphase."
bbox,hard_negative,ann_273.png,"Yes. The cell inside the red box displays distinct condensed chromosome arms and the absence of a discernible nuclear membrane, which are characteristic features of a mitotic figure in the metaphase or anaphase stage.",yes.,"The cell inside the red box displays distinct condensed chromosome arms and the absence of a discernible nuclear membrane, which are characteristic features of a mitotic figure in the metaphase or anaphase stage."
bbox,hard_negative,ann_274.png,"No. The cell has an intact nuclear membrane and a condensed, uniform appearance consistent with an apoptotic or hyperchromatic nucleus rather than the distinct, separated chromosomal arms of a mitotic figure.",no.,"The cell has an intact nuclear membrane and a condensed, uniform appearance consistent with an apoptotic or hyperchromatic nucleus rather than the distinct, separated chromosomal arms of a mitotic figure."
bbox,hard_negative,ann_275.png,"No. The cell inside the red box exhibits a hyperchromatic, somewhat irregular nucleus with a discernible nuclear border, which is more characteristic of a pyknotic or degenerative nucleus rather than the distinct, individualized chromosome arms seen in active mitosis.",no.,"The cell inside the red box exhibits a hyperchromatic, somewhat irregular nucleus with a discernible nuclear border, which is more characteristic of a pyknotic or degenerative nucleus rather than the distinct, individualized chromosome arms seen in active mitosis."
bbox,hard_negative,ann_277.png,"Yes. The cell within the red box displays the characteristic condensed, disorganized chromosomal material of a mitotic figure, lacking an intact nuclear membrane.",yes.,"The cell within the red box displays the characteristic condensed, disorganized chromosomal material of a mitotic figure, lacking an intact nuclear membrane."
bbox,hard_negative,ann_28.png,"Yes. The cell within the red box displays condensed, irregular chromosomal material organized into a distinct, asymmetric structure consistent with the metaphase or anaphase stage of mitosis, lacking a clear nuclear membrane.",yes.,"The cell within the red box displays condensed, irregular chromosomal material organized into a distinct, asymmetric structure consistent with the metaphase or anaphase stage of mitosis, lacking a clear nuclear membrane."
bbox,hard_negative,ann_280.png,"No. The cell has a small, round, and condensed hyperchromatic nucleus with an intact nuclear boundary, which is characteristic of an apoptotic or pyknotic cell rather than the distinct chromosomal arrangement required for a mitotic figure.",no.,"The cell has a small, round, and condensed hyperchromatic nucleus with an intact nuclear boundary, which is characteristic of an apoptotic or pyknotic cell rather than the distinct chromosomal arrangement required for a mitotic figure."
bbox,hard_negative,ann_283.png,"Yes. The cell within the red box displays distinct, condensed chromosome arms organized in an active mitotic configuration with no visible nuclear membrane.",yes.,"The cell within the red box displays distinct, condensed chromosome arms organized in an active mitotic configuration with no visible nuclear membrane."
bbox,hard_negative,ann_284.png,"Yes. The cell within the red box displays condensed, dark chromosomal material without a visible nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage.",yes.,"The cell within the red box displays condensed, dark chromosomal material without a visible nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage."
bbox,hard_negative,ann_286.png,"Yes. The cell exhibits clearly condensed, irregular chromosome material arranged in a pattern characteristic of a mitotic figure, lacking an intact nuclear membrane.",yes.,"The cell exhibits clearly condensed, irregular chromosome material arranged in a pattern characteristic of a mitotic figure, lacking an intact nuclear membrane."
bbox,hard_negative,ann_287.png,No. The cell inside the red box is a hyperchromatic nucleus with an intact nuclear membrane and lacks the distinct condensed chromosome arms characteristic of an active mitotic figure.,no.,The cell inside the red box is a hyperchromatic nucleus with an intact nuclear membrane and lacks the distinct condensed chromosome arms characteristic of an active mitotic figure.
bbox,hard_negative,ann_289.png,"Yes. The cell within the red box displays the characteristic condensed, dark, and irregularly shaped chromosomal material consistent with the metaphase stage of mitosis.",yes.,"The cell within the red box displays the characteristic condensed, dark, and irregularly shaped chromosomal material consistent with the metaphase stage of mitosis."
bbox,hard_negative,ann_290.png,"No. The cell inside the red box shows a hyperchromatic, round nucleus with an intact nuclear membrane, which is characteristic of a resting or necrotic cell rather than the distinct condensed chromosome configuration required for mitosis.",no.,"The cell inside the red box shows a hyperchromatic, round nucleus with an intact nuclear membrane, which is characteristic of a resting or necrotic cell rather than the distinct condensed chromosome configuration required for mitosis."
bbox,hard_negative,ann_291.png,"Yes. The cell inside the red box displays the characteristic condensed, angular, and clumped chromatin structure of a mitotic figure, lacking a visible nuclear membrane.",yes.,"The cell inside the red box displays the characteristic condensed, angular, and clumped chromatin structure of a mitotic figure, lacking a visible nuclear membrane."
bbox,hard_negative,ann_292.png,"Yes. The cell exhibits clear condensation of chromatin into distinct, dark, irregular arms arranged in a chaotic, star-like pattern characteristic of the metaphase stage of mitosis.",yes.,"The cell exhibits clear condensation of chromatin into distinct, dark, irregular arms arranged in a chaotic, star-like pattern characteristic of the metaphase stage of mitosis."
bbox,hard_negative,ann_293.png,"No. The cell displays a dark, pyknotic nucleus with a smooth, homogeneous appearance characteristic of an apoptotic cell rather than the distinct, organized chromosomal arms of a mitotic figure.",no.,"The cell displays a dark, pyknotic nucleus with a smooth, homogeneous appearance characteristic of an apoptotic cell rather than the distinct, organized chromosomal arms of a mitotic figure."
bbox,hard_negative,ann_295.png,"No. The cell displays a dark, pyknotic-like nucleus that lacks the organized, structured chromosome patterns required to definitively identify a mitotic figure, making it more likely to be a hyperchromatic or apoptotic nucleus.",no.,"The cell displays a dark, pyknotic-like nucleus that lacks the organized, structured chromosome patterns required to definitively identify a mitotic figure, making it more likely to be a hyperchromatic or apoptotic nucleus."
bbox,hard_negative,ann_296.png,"Yes. The cell within the red box displays condensed, irregular chromosomal material lacking a distinct nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage.",yes.,"The cell within the red box displays condensed, irregular chromosomal material lacking a distinct nuclear membrane, which is characteristic of a mitotic figure in the metaphase or anaphase stage."
bbox,hard_negative,ann_297.png,"No. The cell displays a hyperchromatic, shrunken, and irregular nucleus with an intact nuclear border typical of an apoptotic or degenerating cell, rather than the organized chromosomal arrangement characteristic of a mitotic figure.",no.,"The cell displays a hyperchromatic, shrunken, and irregular nucleus with an intact nuclear border typical of an apoptotic or degenerating cell, rather than the organized chromosomal arrangement characteristic of a mitotic figure."
bbox,hard_negative,ann_298.png,"No. The nucleus in the box exhibits a smooth, rounded, and uniformly dark appearance typical of a hyperchromatic or pyknotic cell, rather than the defined, individualized chromosomal arms required to identify a mitotic figure.",no.,"The nucleus in the box exhibits a smooth, rounded, and uniformly dark appearance typical of a hyperchromatic or pyknotic cell, rather than the defined, individualized chromosomal arms required to identify a mitotic figure."
bbox,hard_negative,ann_299.png,"No. The nucleus in the red box appears to be a small, dark, hyperchromatic lymphocyte or a degenerate cell with an intact membrane rather than the distinct, condensed chromosomal arms characteristic of active mitosis.",no.,"The nucleus in the red box appears to be a small, dark, hyperchromatic lymphocyte or a degenerate cell with an intact membrane rather than the distinct, condensed chromosomal arms characteristic of active mitosis."
bbox,hard_negative,ann_3.png,"Yes. The cell inside the red box displays condensed, irregular, and darkly stained chromatin characteristic of chromosomal alignment during mitosis, rather than the smooth, shrunken appearance of an apoptotic cell.",yes.,"The cell inside the red box displays condensed, irregular, and darkly stained chromatin characteristic of chromosomal alignment during mitosis, rather than the smooth, shrunken appearance of an apoptotic cell."
bbox,hard_negative,ann_300.png,"Yes. The cell within the red box displays distinct, condensed chromosome arms arranged in a disorganized pattern characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell within the red box displays distinct, condensed chromosome arms arranged in a disorganized pattern characteristic of a mitotic figure, with no visible nuclear membrane."
bbox,hard_negative,ann_302.png,"No. The nucleus within the box appears as a dense, dark, and smooth-edged structure with an intact nuclear membrane, characteristic of a hyperchromatic or pyknotic nucleus rather than the condensed, irregular chromosomal arrangements seen in mitosis.",no.,"The nucleus within the box appears as a dense, dark, and smooth-edged structure with an intact nuclear membrane, characteristic of a hyperchromatic or pyknotic nucleus rather than the condensed, irregular chromosomal arrangements seen in mitosis."
bbox,hard_negative,ann_304.png,"YES. The cell exhibits condensed, irregular chromatin arranged in a pattern consistent with a mitotic figure, lacking an intact nuclear membrane.",yes.,"The cell exhibits condensed, irregular chromatin arranged in a pattern consistent with a mitotic figure, lacking an intact nuclear membrane."
bbox,hard_negative,ann_306.png,"Yes. The cell exhibits condensed, dark chromosomal material arranged in a V-shape, indicative of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell exhibits condensed, dark chromosomal material arranged in a V-shape, indicative of a mitotic figure, with no visible nuclear membrane."
bbox,hard_negative,ann_307.png,"Yes. The cell within the red box displays the characteristic dark, coarse, and irregular morphology of condensed chromosomes lacking a nuclear membrane, consistent with a mitotic figure.",yes.,"The cell within the red box displays the characteristic dark, coarse, and irregular morphology of condensed chromosomes lacking a nuclear membrane, consistent with a mitotic figure."
bbox,hard_negative,ann_308.png,"Yes. The cell within the red box displays clearly condensed, irregularly shaped chromatin arranged in a pattern characteristic of an active mitotic figure, with no visible nuclear membrane.",yes.,"The cell within the red box displays clearly condensed, irregularly shaped chromatin arranged in a pattern characteristic of an active mitotic figure, with no visible nuclear membrane."
bbox,hard_negative,ann_309.png,"Yes. The cell exhibits clearly condensed, asymmetric chromosomal material with a distinct ""V"" or angular shape characteristic of active mitosis, rather than the smooth, round appearance of an apoptotic or hyperchromatic nucleus.",yes.,"The cell exhibits clearly condensed, asymmetric chromosomal material with a distinct ""V"" or angular shape characteristic of active mitosis, rather than the smooth, round appearance of an apoptotic or hyperchromatic nucleus."
bbox,hard_negative,ann_311.png,"Yes. The cell within the red box displays the characteristic morphology of an active mitotic figure, specifically showing condensed, dark, and angular chromosomal material with an absent nuclear envelope.",yes.,"The cell within the red box displays the characteristic morphology of an active mitotic figure, specifically showing condensed, dark, and angular chromosomal material with an absent nuclear envelope."
bbox,hard_negative,ann_312.png,"Yes. The cell inside the box exhibits condensed, angular, and irregularly shaped chromatin characteristic of a mitotic figure, with no visible nuclear membrane, distinguishing it from an apoptotic or hyperchromatic cell.",yes.,"The cell inside the box exhibits condensed, angular, and irregularly shaped chromatin characteristic of a mitotic figure, with no visible nuclear membrane, distinguishing it from an apoptotic or hyperchromatic cell."
bbox,hard_negative,ann_313.png,"Yes. The cell within the red box displays the characteristic condensed, V-shaped chromatin arrangement typical of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell within the red box displays the characteristic condensed, V-shaped chromatin arrangement typical of a mitotic figure, with no visible nuclear membrane."
bbox,hard_negative,ann_314.png,"Yes. The cell inside the box exhibits condensed, angular, and star-shaped chromatin consistent with the metaphase or early anaphase stage of mitosis, lacking a distinct nuclear membrane.",yes.,"The cell inside the box exhibits condensed, angular, and star-shaped chromatin consistent with the metaphase or early anaphase stage of mitosis, lacking a distinct nuclear membrane."
bbox,hard_negative,ann_315.png,"Yes. The cell exhibits clear chromosome condensation in an irregular, chaotic pattern characteristic of mitosis, with no visible nuclear membrane.",yes.,"The cell exhibits clear chromosome condensation in an irregular, chaotic pattern characteristic of mitosis, with no visible nuclear membrane."
bbox,hard_negative,ann_317.png,"Yes. The cell exhibits clear chromosome condensation in a chaotic, dark, irregular pattern with the absence of an intact nuclear membrane, characteristic of a mitotic figure in metaphase or anaphase.",yes.,"The cell exhibits clear chromosome condensation in a chaotic, dark, irregular pattern with the absence of an intact nuclear membrane, characteristic of a mitotic figure in metaphase or anaphase."
bbox,hard_negative,ann_318.png,"Yes. The cell within the red box displays distinct, condensed chromosome arms with a chaotic morphology, characteristic of an active mitotic figure, rather than the smooth, shrunken appearance of an apoptotic or hyperchromatic nucleus.",yes.,"The cell within the red box displays distinct, condensed chromosome arms with a chaotic morphology, characteristic of an active mitotic figure, rather than the smooth, shrunken appearance of an apoptotic or hyperchromatic nucleus."
bbox,hard_negative,ann_320.png,"YES. The cell exhibits clearly condensed, irregular chromosomal material with a lack of a defined nuclear membrane, characteristic of an active mitotic figure.",yes.,"The cell exhibits clearly condensed, irregular chromosomal material with a lack of a defined nuclear membrane, characteristic of an active mitotic figure."
bbox,hard_negative,ann_322.png,"Yes. The cell within the red box displays distinct, condensed, and irregular chromosomal material lacking an intact nuclear membrane, which is characteristic of a mitotic figure.",yes.,"The cell within the red box displays distinct, condensed, and irregular chromosomal material lacking an intact nuclear membrane, which is characteristic of a mitotic figure."
bbox,hard_negative,ann_323.png,"Yes. The cell within the red box displays distinct, dark, condensed chromatin arranged in an irregular, fragmented pattern consistent with the stages of active mitosis, lacking an intact nuclear membrane.",yes.,"The cell within the red box displays distinct, dark, condensed chromatin arranged in an irregular, fragmented pattern consistent with the stages of active mitosis, lacking an intact nuclear membrane."
bbox,hard_negative,ann_324.png,"Yes. The cell exhibits clearly condensed, irregular, and dark chromosomal material characteristic of the metaphase or anaphase stage of mitosis, lacking a defined nuclear membrane.",yes.,"The cell exhibits clearly condensed, irregular, and dark chromosomal material characteristic of the metaphase or anaphase stage of mitosis, lacking a defined nuclear membrane."
bbox,hard_negative,ann_325.png,"Yes. The cell shows condensed, dark chromosomal material arranged in a distinct mitotic pattern with the absence of a discernible nuclear membrane, characteristic of an active mitotic figure.",yes.,"The cell shows condensed, dark chromosomal material arranged in a distinct mitotic pattern with the absence of a discernible nuclear membrane, characteristic of an active mitotic figure."
bbox,hard_negative,ann_326.png,"No. The cell has a smooth, rounded, and hyperchromatic nucleus with an intact nuclear membrane, which is characteristic of a dense, apoptotic or hyperchromatic cell rather than the distinct chromosomal arrangement of a mitotic figure.",no.,"The cell has a smooth, rounded, and hyperchromatic nucleus with an intact nuclear membrane, which is characteristic of a dense, apoptotic or hyperchromatic cell rather than the distinct chromosomal arrangement of a mitotic figure."
bbox,hard_negative,ann_328.png,"Yes. The cell exhibits a condensed, angular, and irregular chromosomal arrangement with the loss of a distinct nuclear membrane, which are classic morphological features of an active mitotic figure.",yes.,"The cell exhibits a condensed, angular, and irregular chromosomal arrangement with the loss of a distinct nuclear membrane, which are classic morphological features of an active mitotic figure."
bbox,hard_negative,ann_329.png,"Yes. The cell within the red box displays distinct, condensed chromosome arms organized in an irregular, chaotic pattern, which is characteristic of a mitotic figure in the prometaphase or metaphase stage.",yes.,"The cell within the red box displays distinct, condensed chromosome arms organized in an irregular, chaotic pattern, which is characteristic of a mitotic figure in the prometaphase or metaphase stage."
bbox,hard_negative,ann_33.png,"No. The cell inside the red box shows an irregular, dark nucleus with an intact nuclear boundary, which is more characteristic of pyknosis or an apoptotic cell rather than the distinct chromosome organization required to identify a mitotic figure.",no.,"The cell inside the red box shows an irregular, dark nucleus with an intact nuclear boundary, which is more characteristic of pyknosis or an apoptotic cell rather than the distinct chromosome organization required to identify a mitotic figure."
bbox,hard_negative,ann_330.png,"NO. The nucleus is dark and shrunken with a smooth, round border, which is characteristic of an apoptotic cell rather than the defined chromosome structure of active mitosis.",no.,"The nucleus is dark and shrunken with a smooth, round border, which is characteristic of an apoptotic cell rather than the defined chromosome structure of active mitosis."
bbox,hard_negative,ann_331.png,"Yes. The cell within the red box displays condensed, distinct chromosomal material with a fragmented or absent nuclear envelope, characteristic of a mitotic figure in the metaphase or anaphase stage.",yes.,"The cell within the red box displays condensed, distinct chromosomal material with a fragmented or absent nuclear envelope, characteristic of a mitotic figure in the metaphase or anaphase stage."
bbox,hard_negative,ann_332.png,"No. The cell displays a dark, pyknotic nucleus consistent with an apoptotic cell rather than the defined, disorganized chromosomal arms characteristic of active mitosis.",no.,"The cell displays a dark, pyknotic nucleus consistent with an apoptotic cell rather than the defined, disorganized chromosomal arms characteristic of active mitosis."
bbox,hard_negative,ann_333.png,"No. The cell displays a dark, condensed, and shrunken appearance characteristic of an apoptotic nucleus rather than the distinct, organized chromosomal arrangement required for a mitotic figure.",no.,"The cell displays a dark, condensed, and shrunken appearance characteristic of an apoptotic nucleus rather than the distinct, organized chromosomal arrangement required for a mitotic figure."
bbox,hard_negative,ann_335.png,"No. The cell inside the box appears to be a hyperchromatic or pyknotic cell with a relatively smooth, intact border rather than the distinct, jagged chromosome arms characteristic of an active mitotic figure.",no.,"The cell inside the box appears to be a hyperchromatic or pyknotic cell with a relatively smooth, intact border rather than the distinct, jagged chromosome arms characteristic of an active mitotic figure."
bbox,hard_negative,ann_336.png,"Yes. The cell within the red box displays distinct, condensed chromosome arms arranged in a disorganized pattern characteristic of an active mitotic figure, with no visible intact nuclear membrane.",yes.,"The cell within the red box displays distinct, condensed chromosome arms arranged in a disorganized pattern characteristic of an active mitotic figure, with no visible intact nuclear membrane."
bbox,hard_negative,ann_337.png,"Yes. The highlighted cell exhibits condensed, irregular chromatin arranged in a V-shaped pattern characteristic of a chromosome set in anaphase, lacking a visible nuclear membrane.",yes.,"The highlighted cell exhibits condensed, irregular chromatin arranged in a V-shaped pattern characteristic of a chromosome set in anaphase, lacking a visible nuclear membrane."
bbox,hard_negative,ann_338.png,"Yes. The cell within the red box displays dark, condensed, and irregularly shaped chromosomal material consistent with the active stages of mitosis, lacking a clear nuclear membrane.",yes.,"The cell within the red box displays dark, condensed, and irregularly shaped chromosomal material consistent with the active stages of mitosis, lacking a clear nuclear membrane."
bbox,hard_negative,ann_339.png,"Yes. The cell within the red box displays condensed, dark chromosomal material with an irregular, non-spherical morphology, consistent with a cell in the active stages of mitosis.",yes.,"The cell within the red box displays condensed, dark chromosomal material with an irregular, non-spherical morphology, consistent with a cell in the active stages of mitosis."
bbox,hard_negative,ann_340.png,"Yes. The cell within the red box displays distinct, condensed chromosomal material without a visible nuclear membrane, which is characteristic of a mitotic figure.",yes.,"The cell within the red box displays distinct, condensed chromosomal material without a visible nuclear membrane, which is characteristic of a mitotic figure."
bbox,hard_negative,ann_341.png,"No. The cell appears to be an apoptotic body, as it exhibits a dark, shrunken, and featureless appearance rather than the distinct, organized chromosomal arms characteristic of a mitotic figure.",no.,"The cell appears to be an apoptotic body, as it exhibits a dark, shrunken, and featureless appearance rather than the distinct, organized chromosomal arms characteristic of a mitotic figure."
bbox,hard_negative,ann_342.png,"Yes. The cell inside the red box displays the characteristic clumped, dark, and angular chromosomal arrangement indicative of an active mitotic figure, specifically lacking a distinct nuclear envelope.",yes.,"The cell inside the red box displays the characteristic clumped, dark, and angular chromosomal arrangement indicative of an active mitotic figure, specifically lacking a distinct nuclear envelope."
bbox,hard_negative,ann_346.png,"YES. The cell exhibits clear chromosome condensation in an irregular, chaotic pattern characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell exhibits clear chromosome condensation in an irregular, chaotic pattern characteristic of a mitotic figure, with no visible nuclear membrane."
bbox,hard_negative,ann_347.png,"Yes. The cell within the red box displays condensed, irregular, and angular chromosomal material characteristic of an active mitotic figure, with no discernible nuclear membrane.",yes.,"The cell within the red box displays condensed, irregular, and angular chromosomal material characteristic of an active mitotic figure, with no discernible nuclear membrane."
bbox,hard_negative,ann_348.png,"Yes. The cell within the red box displays condensed, distinct chromosomal arms arranged in a characteristic metaphase configuration, consistent with an active mitotic figure.",yes.,"The cell within the red box displays condensed, distinct chromosomal arms arranged in a characteristic metaphase configuration, consistent with an active mitotic figure."
bbox,hard_negative,ann_35.png,"Yes. The cell exhibits clear evidence of chromosome condensation into a distinct, irregular, and clustered morphology characteristic of a mitotic figure, with no visible nuclear membrane.",yes.,"The cell exhibits clear evidence of chromosome condensation into a distinct, irregular, and clustered morphology characteristic of a mitotic figure, with no visible nuclear membrane."
bbox,hard_negative,ann_350.png,"Yes. The cell exhibits clearly condensed, irregular, and angular chromosomal material characteristic of an active mitotic figure, with no discernible nuclear membrane.",yes.,"The cell exhibits clearly condensed, irregular, and angular chromosomal material characteristic of an active mitotic figure, with no discernible nuclear membrane."
bbox,hard_negative,ann_351.png,"No. The cell displays a dark, pyknotic nucleus with a smooth, round morphology that is characteristic of an apoptotic body rather than the distinct chromosome configurations required for a mitotic figure.",no.,"The cell displays a dark, pyknotic nucleus with a smooth, round morphology that is characteristic of an apoptotic body rather than the distinct chromosome configurations required for a mitotic figure."
bbox,hard_negative,ann_354.png,"No. The cell within the red box displays a nucleus with a clear, intact nuclear membrane and a lack of the distinct, organized chromosomal structures characteristic of a mitotic figure.",no.,"The cell within the red box displays a nucleus with a clear, intact nuclear membrane and a lack of the distinct, organized chromosomal structures characteristic of a mitotic figure."
bbox,hard_negative,ann_36.png,"No. The cell displays a dark, condensed, and relatively round/oval nucleus with a visible nuclear membrane, which is consistent with a hyperchromatic or pyknotic nucleus rather than the distinct, disorganized chromosome structure of a mitotic figure.",no.,"The cell displays a dark, condensed, and relatively round/oval nucleus with a visible nuclear membrane, which is consistent with a hyperchromatic or pyknotic nucleus rather than the distinct, disorganized chromosome structure of a mitotic figure."
