ann_id,image_id,filename,label,category_id,condition,ground_truth,prediction,confidence,response,explanation
168,9,009.tiff,mitotic,1,mask,1,1,95,"Yes, 95% confidence. The cell shows characteristic condensed, dark, elongated chromosomal material with a lack of a clear nuclear membrane, consistent with a mitotic figure.","The cell shows characteristic condensed, dark, elongated chromosomal material with a lack of a clear nuclear membrane, consistent with a mitotic figure."
169,9,009.tiff,mitotic,1,raw,1,1,95,"Yes, 95% confidence. The central cell displays a clearly defined, condensed, and dark chromosomal structure with a characteristic ""butterfly"" or V-shape arrangement that is indicative of a cell undergoing mitosis.","The central cell displays a clearly defined, condensed, and dark chromosomal structure with a characteristic ""butterfly"" or V-shape arrangement that is indicative of a cell undergoing mitosis."
169,9,009.tiff,mitotic,1,bbox,1,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, irregular chromosomal material characteristic of an active mitotic figure, with no visible nuclear membrane.","The cell clearly exhibits condensed, irregular chromosomal material characteristic of an active mitotic figure, with no visible nuclear membrane."
169,9,009.tiff,mitotic,1,mask,1,1,95,"Yes, 95% confidence. The cell exhibits clear chromosomal condensation with the characteristic ""star-burst"" morphology of a mitotic figure, lacking a defined nuclear envelope.","The cell exhibits clear chromosomal condensation with the characteristic ""star-burst"" morphology of a mitotic figure, lacking a defined nuclear envelope."
170,9,009.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The centrally located cell exhibits characteristic dense, dark, and irregular chromosomal condensation with no visible nuclear membrane, which is consistent with a cell in the mitotic phase.","The centrally located cell exhibits characteristic dense, dark, and irregular chromosomal condensation with no visible nuclear membrane, which is consistent with a cell in the mitotic phase."
170,9,009.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, pyknotic, and shrunken appearance characteristic of an apoptotic cell rather than the distinct chromosomal arrangement of a mitotic figure.","The cell exhibits a dark, pyknotic, and shrunken appearance characteristic of an apoptotic cell rather than the distinct chromosomal arrangement of a mitotic figure."
170,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell nucleus appears round, uniform, and darkly stained without the distinct, organized chromosomal structures characteristic of active mitosis.","The cell nucleus appears round, uniform, and darkly stained without the distinct, organized chromosomal structures characteristic of active mitosis."
171,9,009.tiff,mitotic,1,raw,1,1,95,"Yes, 95% confidence. The cell at the center shows a distinct, dark, irregularly shaped mass of condensed chromosomes with no visible nuclear membrane, which is characteristic of an active mitotic figure.","The cell at the center shows a distinct, dark, irregularly shaped mass of condensed chromosomes with no visible nuclear membrane, which is characteristic of an active mitotic figure."
171,9,009.tiff,mitotic,1,bbox,1,1,95,"Yes, 95% confidence. The cell clearly exhibits highly condensed, irregular, and dark chromosomal material characteristic of a mitotic figure, with no visible nuclear membrane.","The cell clearly exhibits highly condensed, irregular, and dark chromosomal material characteristic of a mitotic figure, with no visible nuclear membrane."
171,9,009.tiff,mitotic,1,mask,1,1,95,"Yes, 95% confidence. The highlighted cell displays clearly condensed, dark, and disorganized chromosomal material with no discernible nuclear membrane, which is characteristic of a cell in the mitotic phase.","The highlighted cell displays clearly condensed, dark, and disorganized chromosomal material with no discernible nuclear membrane, which is characteristic of a cell in the mitotic phase."
172,9,009.tiff,mitotic,1,raw,1,1,95,"Yes, 95% confidence. The central cell displays highly condensed, irregular, and dark chromosomal material arranged in a characteristic chaotic pattern with no visible nuclear membrane, which is diagnostic of a mitotic figure in metaphase or anaphase.","The central cell displays highly condensed, irregular, and dark chromosomal material arranged in a characteristic chaotic pattern with no visible nuclear membrane, which is diagnostic of a mitotic figure in metaphase or anaphase."
172,9,009.tiff,mitotic,1,bbox,1,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, irregular chromosomal material characteristic of the metaphase or anaphase stage of mitosis, with no visible nuclear membrane.","The cell clearly exhibits condensed, irregular chromosomal material characteristic of the metaphase or anaphase stage of mitosis, with no visible nuclear membrane."
172,9,009.tiff,mitotic,1,mask,1,1,95,"Yes, 95% confidence. The cell clearly displays condensed, irregular, and dark chromosomal material arranged in a non-spherical, disorganized pattern characteristic of the metaphase or anaphase stage of mitosis, with no visible nuclear membrane.","The cell clearly displays condensed, irregular, and dark chromosomal material arranged in a non-spherical, disorganized pattern characteristic of the metaphase or anaphase stage of mitosis, with no visible nuclear membrane."
173,9,009.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows classic features of mitosis, including condensed, dark chromosomal material arranged in a V-shaped or clumped structure with the loss of a distinct nuclear membrane.","The cell at the center shows classic features of mitosis, including condensed, dark chromosomal material arranged in a V-shaped or clumped structure with the loss of a distinct nuclear membrane."
173,9,009.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell within the red box displays a hyperchromatic, dense, and round nucleus with an intact nuclear membrane, lacking the characteristic condensed chromosome arms and chaotic morphology required for a mitotic figure.","The cell within the red box displays a hyperchromatic, dense, and round nucleus with an intact nuclear membrane, lacking the characteristic condensed chromosome arms and chaotic morphology required for a mitotic figure."
173,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The highlighted nucleus maintains a smooth, rounded appearance with an intact nuclear membrane, which is characteristic of an apoptotic or hyperchromatic cell rather than the defined chromosomal morphology of active mitosis.","The highlighted nucleus maintains a smooth, rounded appearance with an intact nuclear membrane, which is characteristic of an apoptotic or hyperchromatic cell rather than the defined chromosomal morphology of active mitosis."
174,9,009.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows a distinct, irregular arrangement of condensed, dark chromosomal material without a visible nuclear membrane, which is characteristic of a mitotic figure in metaphase or anaphase.","The cell at the center shows a distinct, irregular arrangement of condensed, dark chromosomal material without a visible nuclear membrane, which is characteristic of a mitotic figure in metaphase or anaphase."
174,9,009.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell shows highly condensed, irregular chromatin arranged in a distinct pattern lacking a visible nuclear membrane, which is characteristic of the mitotic phase.","The cell shows highly condensed, irregular chromatin arranged in a distinct pattern lacking a visible nuclear membrane, which is characteristic of the mitotic phase."
174,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The highlighted nucleus maintains a smooth, rounded nuclear boundary and a distinct nucleolus, which is characteristic of an interphase cell rather than the condensed, irregular chromosome structure of a mitotic figure.","The highlighted nucleus maintains a smooth, rounded nuclear boundary and a distinct nucleolus, which is characteristic of an interphase cell rather than the condensed, irregular chromosome structure of a mitotic figure."
175,9,009.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center displays characteristic chromosomal condensation and a disorganized, irregular appearance consistent with active mitosis, lacking a clear nuclear membrane.","The cell at the center displays characteristic chromosomal condensation and a disorganized, irregular appearance consistent with active mitosis, lacking a clear nuclear membrane."
175,9,009.tiff,hard_negative,2,bbox,0,1,90,"Yes, 90% confidence. The cell exhibits clear, condensed chromatin in a distinct, irregular configuration that lacks a visible nuclear membrane, which is characteristic of a mitotic figure in the late prophase or metaphase stage.","The cell exhibits clear, condensed chromatin in a distinct, irregular configuration that lacks a visible nuclear membrane, which is characteristic of a mitotic figure in the late prophase or metaphase stage."
175,9,009.tiff,hard_negative,2,mask,0,1,90,"Yes, 90% confidence. The cell exhibits clearly condensed, irregular chromosomal material characteristic of the mitotic process, with no discernible nuclear membrane.","The cell exhibits clearly condensed, irregular chromosomal material characteristic of the mitotic process, with no discernible nuclear membrane."
176,9,009.tiff,hard_negative,2,raw,0,0,95,"No, 95% confidence. The cell at the center has an intact nuclear membrane and visible nucleoli, indicating it is an interphase nucleus rather than a mitotic figure.","The cell at the center has an intact nuclear membrane and visible nucleoli, indicating it is an interphase nucleus rather than a mitotic figure."
176,9,009.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell within the red box displays a dark, condensed, and relatively smooth/round nuclear profile with an intact nuclear membrane, which is characteristic of an apoptotic body or a hyperchromatic nucleus rather than the organized chromosomal arrangement seen in mitotic figures.","The cell within the red box displays a dark, condensed, and relatively smooth/round nuclear profile with an intact nuclear membrane, which is characteristic of an apoptotic body or a hyperchromatic nucleus rather than the organized chromosomal arrangement seen in mitotic figures."
176,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The nucleus shows distinct, separate nucleoli and an intact nuclear envelope, which is characteristic of an interphase cell rather than the condensed, irregular chromosome structure of a mitotic figure.","The nucleus shows distinct, separate nucleoli and an intact nuclear envelope, which is characteristic of an interphase cell rather than the condensed, irregular chromosome structure of a mitotic figure."
177,9,009.tiff,hard_negative,2,raw,0,1,90,"Yes, 90% confidence. The cell at the center exhibits condensed, dark chromosomal material with distinct V-shaped or irregular arm-like structures and lacks a visible nuclear membrane, which are hallmark features of a cell undergoing mitosis.","The cell at the center exhibits condensed, dark chromosomal material with distinct V-shaped or irregular arm-like structures and lacks a visible nuclear membrane, which are hallmark features of a cell undergoing mitosis."
177,9,009.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell exhibits clearly condensed, irregular chromosomal material characteristic of an active mitotic figure, with no visible nuclear membrane.","The cell exhibits clearly condensed, irregular chromosomal material characteristic of an active mitotic figure, with no visible nuclear membrane."
177,9,009.tiff,hard_negative,2,mask,0,1,90,"Yes, 90% confidence. The cell exhibits clear, dense, and angular chromosomal condensation consistent with a mitotic figure in the metaphase or anaphase stage.","The cell exhibits clear, dense, and angular chromosomal condensation consistent with a mitotic figure in the metaphase or anaphase stage."
178,9,009.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows a distinct, irregular arrangement of condensed chromatin material with an absence of a clear nuclear membrane, characteristic of a mitotic figure in the late prophase or metaphase stage.","The cell at the center shows a distinct, irregular arrangement of condensed chromatin material with an absence of a clear nuclear membrane, characteristic of a mitotic figure in the late prophase or metaphase stage."
178,9,009.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell appears to be a small, round, hyperchromatic lymphocyte or a degenerate cell with an intact, smooth nuclear membrane rather than the distinct, scattered, or elongated chromosomal structures characteristic of active mitosis.","The cell appears to be a small, round, hyperchromatic lymphocyte or a degenerate cell with an intact, smooth nuclear membrane rather than the distinct, scattered, or elongated chromosomal structures characteristic of active mitosis."
178,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell exhibits a dark, round, and intact nucleus with a visible nuclear border, which is characteristic of a hyperchromatic or pyknotic cell rather than the defined chromosomal patterns required to classify a cell as a mitotic figure.","The cell exhibits a dark, round, and intact nucleus with a visible nuclear border, which is characteristic of a hyperchromatic or pyknotic cell rather than the defined chromosomal patterns required to classify a cell as a mitotic figure."
179,9,009.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows a distinct, irregular arrangement of condensed chromatin typical of the chromosomal alignment seen in a mitotic figure, lacking an intact nuclear membrane.","The cell at the center shows a distinct, irregular arrangement of condensed chromatin typical of the chromosomal alignment seen in a mitotic figure, lacking an intact nuclear membrane."
179,9,009.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, pyknotic, and shrunken appearance characteristic of an apoptotic cell rather than the distinct chromosomal arrangement required to confirm a mitotic figure.","The cell exhibits a dark, pyknotic, and shrunken appearance characteristic of an apoptotic cell rather than the distinct chromosomal arrangement required to confirm a mitotic figure."
179,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The highlighted nucleus is hyperchromatic and shrunken with a visible nuclear membrane, which is consistent with an apoptotic cell or a degenerative change rather than the distinct chromosome architecture required for a mitotic figure.","The highlighted nucleus is hyperchromatic and shrunken with a visible nuclear membrane, which is consistent with an apoptotic cell or a degenerative change rather than the distinct chromosome architecture required for a mitotic figure."
180,9,009.tiff,hard_negative,2,raw,0,0,95,"No, 95% confidence. The cell at the center has a condensed, hyperchromatic, and somewhat shrunken appearance, but it lacks the organized, distinct chromosome arms or complex geometric patterns required to classify it as an active mitotic figure.","The cell at the center has a condensed, hyperchromatic, and somewhat shrunken appearance, but it lacks the organized, distinct chromosome arms or complex geometric patterns required to classify it as an active mitotic figure."
180,9,009.tiff,hard_negative,2,bbox,0,0,90,"No, 90% confidence. The cell exhibits a dark, pyknotic appearance characteristic of an apoptotic cell or a hyperchromatic nucleus rather than the distinct, organized chromosomal structures required to identify a mitotic figure.","The cell exhibits a dark, pyknotic appearance characteristic of an apoptotic cell or a hyperchromatic nucleus rather than the distinct, organized chromosomal structures required to identify a mitotic figure."
180,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The highlighted nucleus appears as a small, darkly stained, and relatively uniform mass consistent with a pyknotic or apoptotic nucleus rather than the distinct, organized chromosome arms characteristic of a mitotic figure.","The highlighted nucleus appears as a small, darkly stained, and relatively uniform mass consistent with a pyknotic or apoptotic nucleus rather than the distinct, organized chromosome arms characteristic of a mitotic figure."
181,9,009.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows clear, condensed, and disorganized chromatin lacking an intact nuclear membrane, which is characteristic of the mitotic process.","The cell at the center shows clear, condensed, and disorganized chromatin lacking an intact nuclear membrane, which is characteristic of the mitotic process."
181,9,009.tiff,hard_negative,2,bbox,0,1,90,"Yes, 90% confidence. The cell exhibits a dark, irregularly shaped, and condensed chromatin structure characteristic of the chromosomes during active mitosis, lacking a distinct nuclear membrane.","The cell exhibits a dark, irregularly shaped, and condensed chromatin structure characteristic of the chromosomes during active mitosis, lacking a distinct nuclear membrane."
181,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell exhibits a dark, pyknotic, and shrunken appearance characteristic of an apoptotic body rather than the organized, complex chromosome structure of a mitotic figure.","The cell exhibits a dark, pyknotic, and shrunken appearance characteristic of an apoptotic body rather than the organized, complex chromosome structure of a mitotic figure."
182,9,009.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows classic features of a mitotic figure, specifically condensed, irregular, and dark chromosomal material arranged in a pattern lacking an intact nuclear membrane.","The cell at the center shows classic features of a mitotic figure, specifically condensed, irregular, and dark chromosomal material arranged in a pattern lacking an intact nuclear membrane."
182,9,009.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, pyknotic, and uniformly rounded nucleus with an intact nuclear membrane, which is characteristic of an apoptotic cell rather than the defined, radiating chromosome structure of active mitosis.","The cell exhibits a dark, pyknotic, and uniformly rounded nucleus with an intact nuclear membrane, which is characteristic of an apoptotic cell rather than the defined, radiating chromosome structure of active mitosis."
182,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell exhibits a round, smooth, and intact nuclear membrane with a prominent nucleolus, which is characteristic of a resting or apoptotic cell rather than the condensed, irregular chromosome configuration required for mitosis.","The cell exhibits a round, smooth, and intact nuclear membrane with a prominent nucleolus, which is characteristic of a resting or apoptotic cell rather than the condensed, irregular chromosome configuration required for mitosis."
183,9,009.tiff,hard_negative,2,raw,0,0,95,"No, 95% confidence. The cell at the center of the image has a clearly defined nuclear membrane and prominent nucleoli, which are characteristic of an intact interphase nucleus rather than the condensed, irregular chromatin structure seen in mitosis.","The cell at the center of the image has a clearly defined nuclear membrane and prominent nucleoli, which are characteristic of an intact interphase nucleus rather than the condensed, irregular chromatin structure seen in mitosis."
183,9,009.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell within the bounding box is a hyperchromatic, round nucleus with an intact nuclear membrane and lacks the distinct, condensed chromosome arms characteristic of an active mitotic figure.","The cell within the bounding box is a hyperchromatic, round nucleus with an intact nuclear membrane and lacks the distinct, condensed chromosome arms characteristic of an active mitotic figure."
183,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell within the highlighted region displays a smooth, rounded nuclear envelope and lacks the distinct, disorganized condensed chromosome structures characteristic of an active mitotic figure.","The cell within the highlighted region displays a smooth, rounded nuclear envelope and lacks the distinct, disorganized condensed chromosome structures characteristic of an active mitotic figure."
184,9,009.tiff,hard_negative,2,raw,0,1,90,"Yes, 90% confidence. The cell at the center shows a condensed, dark, and irregularly shaped mass of chromatin lacking a visible nuclear membrane, which is characteristic of a mitotic figure in the late prophase or metaphase stage.","The cell at the center shows a condensed, dark, and irregularly shaped mass of chromatin lacking a visible nuclear membrane, which is characteristic of a mitotic figure in the late prophase or metaphase stage."
184,9,009.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, round, and smooth nucleus with a visible nuclear membrane, which is characteristic of an apoptotic or hyperchromatic cell rather than an active mitotic figure.","The cell exhibits a dark, round, and smooth nucleus with a visible nuclear membrane, which is characteristic of an apoptotic or hyperchromatic cell rather than an active mitotic figure."
184,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell nucleus appears round and pyknotic with an intact nuclear membrane, which is characteristic of an apoptotic or hyperchromatic cell rather than a mitotic figure.","The cell nucleus appears round and pyknotic with an intact nuclear membrane, which is characteristic of an apoptotic or hyperchromatic cell rather than a mitotic figure."
185,9,009.tiff,hard_negative,2,raw,0,0,95,"No, 95% confidence. The cell at the center shows a distinct nuclear membrane and a rounded, hyperchromatic nucleus rather than the chaotic, condensed, and membrane-free structure characteristic of active mitosis.","The cell at the center shows a distinct nuclear membrane and a rounded, hyperchromatic nucleus rather than the chaotic, condensed, and membrane-free structure characteristic of active mitosis."
185,9,009.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell within the box shows two small, rounded, hyperchromatic nuclei with clearly visible nuclear membranes, which is characteristic of normal or pyknotic nuclei rather than the chaotic, membrane-less chromosomal arrangement of a mitotic figure.","The cell within the box shows two small, rounded, hyperchromatic nuclei with clearly visible nuclear membranes, which is characteristic of normal or pyknotic nuclei rather than the chaotic, membrane-less chromosomal arrangement of a mitotic figure."
185,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The highlighted region contains a cell with a visible nuclear membrane and distinct, round, dark-staining nuclear structures that do not display the characteristic condensed chromosome arms or chaotic, membrane-free arrangement indicative of a mitotic figure.","The highlighted region contains a cell with a visible nuclear membrane and distinct, round, dark-staining nuclear structures that do not display the characteristic condensed chromosome arms or chaotic, membrane-free arrangement indicative of a mitotic figure."
186,9,009.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center clearly exhibits condensed, irregular chromosomal material with no intact nuclear membrane, which is diagnostic of a mitotic figure.","The cell at the center clearly exhibits condensed, irregular chromosomal material with no intact nuclear membrane, which is diagnostic of a mitotic figure."
186,9,009.tiff,hard_negative,2,bbox,0,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, irregular chromosomal material characteristic of an active mitotic figure, with no visible nuclear membrane.","The cell clearly exhibits condensed, irregular chromosomal material characteristic of an active mitotic figure, with no visible nuclear membrane."
186,9,009.tiff,hard_negative,2,mask,0,0,90,"No, 90% confidence. The highlighted region displays an apoptotic cell characterized by a shrunken, pyknotic, and fragmented appearance rather than the organized, distinct chromosomal arms characteristic of a mitotic figure.","The highlighted region displays an apoptotic cell characterized by a shrunken, pyknotic, and fragmented appearance rather than the organized, distinct chromosomal arms characteristic of a mitotic figure."
187,9,009.tiff,hard_negative,2,raw,0,1,95,"Yes, 95% confidence. The cell at the center shows a condensed, irregular, and basophilic chromatin structure lacking an intact nuclear membrane, which is characteristic of a mitotic figure in the late prophase or prometaphase stage.","The cell at the center shows a condensed, irregular, and basophilic chromatin structure lacking an intact nuclear membrane, which is characteristic of a mitotic figure in the late prophase or prometaphase stage."
187,9,009.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell appears to be an apoptotic or hyperchromatic nucleus because it is small, round, and lacks the clearly defined, irregular, and complex chromosome structure characteristic of an active mitotic figure.","The cell appears to be an apoptotic or hyperchromatic nucleus because it is small, round, and lacks the clearly defined, irregular, and complex chromosome structure characteristic of an active mitotic figure."
187,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell exhibits a dark, hyperchromatic appearance with a preserved nuclear boundary, which is characteristic of an apoptotic or hyperchromatic cell rather than the distinct, disorganized chromosome structure of a mitotic figure.","The cell exhibits a dark, hyperchromatic appearance with a preserved nuclear boundary, which is characteristic of an apoptotic or hyperchromatic cell rather than the distinct, disorganized chromosome structure of a mitotic figure."
188,9,009.tiff,hard_negative,2,raw,0,0,90,"No, 90% confidence. The cell at the center has a visible nuclear membrane and prominent nucleoli, which are features of a resting (interphase) nucleus rather than the condensed, organized chromosomes of active mitosis.","The cell at the center has a visible nuclear membrane and prominent nucleoli, which are features of a resting (interphase) nucleus rather than the condensed, organized chromosomes of active mitosis."
188,9,009.tiff,hard_negative,2,bbox,0,1,90,"Yes, 90% confidence. The cell exhibits condensed, irregularly arranged chromosomal material with no visible nuclear membrane, which is characteristic of a cell in an active stage of mitosis.","The cell exhibits condensed, irregularly arranged chromosomal material with no visible nuclear membrane, which is characteristic of a cell in an active stage of mitosis."
188,9,009.tiff,hard_negative,2,mask,0,1,90,"Yes, 90% confidence. The cell exhibits clear, condensed chromatin in an irregular, angular configuration characteristic of the metaphase or early anaphase stage of mitosis, with no discernible nuclear membrane.","The cell exhibits clear, condensed chromatin in an irregular, angular configuration characteristic of the metaphase or early anaphase stage of mitosis, with no discernible nuclear membrane."
189,9,009.tiff,hard_negative,2,raw,0,0,95,"No, 95% confidence. The cell at the center has a dark, shrunken, and relatively smooth appearance consistent with an apoptotic body, lacking the characteristic organized, distinct chromosomal arms of a mitotic figure.","The cell at the center has a dark, shrunken, and relatively smooth appearance consistent with an apoptotic body, lacking the characteristic organized, distinct chromosomal arms of a mitotic figure."
189,9,009.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, pyknotic appearance characteristic of an apoptotic cell or a small, shrunken nucleus rather than the distinct, organized chromosome structure required for a mitotic figure.","The cell exhibits a dark, pyknotic appearance characteristic of an apoptotic cell or a small, shrunken nucleus rather than the distinct, organized chromosome structure required for a mitotic figure."
189,9,009.tiff,hard_negative,2,mask,0,1,90,"Yes, 90% confidence. The cell exhibits clear condensation of chromosomal material with the characteristic V-shaped or irregular morphology indicative of an active mitotic figure, and the lack of a defined nuclear membrane confirms this.","The cell exhibits clear condensation of chromosomal material with the characteristic V-shaped or irregular morphology indicative of an active mitotic figure, and the lack of a defined nuclear membrane confirms this."
190,9,009.tiff,hard_negative,2,raw,0,0,90,"No, 90% confidence. The cell at the center has a visible nuclear membrane and maintains a relatively intact, oval-shaped nucleus with distinct nucleoli, which is characteristic of a non-mitotic interphase cell rather than a cell in mitosis.","The cell at the center has a visible nuclear membrane and maintains a relatively intact, oval-shaped nucleus with distinct nucleoli, which is characteristic of a non-mitotic interphase cell rather than a cell in mitosis."
190,9,009.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, pyknotic, and shrunken appearance characteristic of an apoptotic body rather than the organized, complex chromosomal structures required to identify an active mitotic figure.","The cell exhibits a dark, pyknotic, and shrunken appearance characteristic of an apoptotic body rather than the organized, complex chromosomal structures required to identify an active mitotic figure."
190,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell exhibits a dark, rounded appearance typical of a hyperchromatic nucleus or potentially an apoptotic cell, rather than the organized, distinct chromosomal patterns required to confirm a mitotic figure.","The cell exhibits a dark, rounded appearance typical of a hyperchromatic nucleus or potentially an apoptotic cell, rather than the organized, distinct chromosomal patterns required to confirm a mitotic figure."
191,9,009.tiff,hard_negative,2,raw,0,1,90,"Yes, 90% confidence. The cell at the center exhibits condensed, dark, angular, and asymmetrical chromatin characteristic of a mitotic figure, with no visible nuclear membrane.","The cell at the center exhibits condensed, dark, angular, and asymmetrical chromatin characteristic of a mitotic figure, with no visible nuclear membrane."
191,9,009.tiff,hard_negative,2,bbox,0,0,95,"No, 95% confidence. The cell exhibits a dark, shrunken, and featureless appearance consistent with pyknosis (apoptosis) rather than the distinct chromosome arms or complex shapes characteristic of active mitosis.","The cell exhibits a dark, shrunken, and featureless appearance consistent with pyknosis (apoptosis) rather than the distinct chromosome arms or complex shapes characteristic of active mitosis."
191,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The highlighted nucleus appears as a pyknotic, hyperchromatic cell likely undergoing apoptosis, as it lacks the distinct organized chromosome arms or specific mitotic phases (such as metaphase plates) required to confirm active mitosis.","The highlighted nucleus appears as a pyknotic, hyperchromatic cell likely undergoing apoptosis, as it lacks the distinct organized chromosome arms or specific mitotic phases (such as metaphase plates) required to confirm active mitosis."
192,9,009.tiff,hard_negative,2,raw,0,1,90,"Yes, 90% confidence. The cell at the center shows clearly condensed, fragmented, and organized chromatin structures characteristic of the chromosomal segregation phase of mitosis, lacking a defined nuclear membrane.","The cell at the center shows clearly condensed, fragmented, and organized chromatin structures characteristic of the chromosomal segregation phase of mitosis, lacking a defined nuclear membrane."
192,9,009.tiff,hard_negative,2,bbox,0,1,90,"Yes, 90% confidence. The cell shows clear evidence of chromatin condensation in a dense, irregular, and elongated structure lacking a distinct nuclear membrane, which is characteristic of a mitotic figure.","The cell shows clear evidence of chromatin condensation in a dense, irregular, and elongated structure lacking a distinct nuclear membrane, which is characteristic of a mitotic figure."
192,9,009.tiff,hard_negative,2,mask,0,0,95,"No, 95% confidence. The cell nucleus appears hyperchromatic and somewhat elongated rather than showing the distinct, complex, and disorganized chromosome condensation patterns characteristic of an active mitotic figure.","The cell nucleus appears hyperchromatic and somewhat elongated rather than showing the distinct, complex, and disorganized chromosome condensation patterns characteristic of an active mitotic figure."
193,10,010.tiff,mitotic,1,raw,1,1,95,"Yes, 95% confidence. The cell at the center clearly displays condensed, dark chromosomal material arranged in a V-shaped/bipolar configuration, characteristic of a mitotic figure in metaphase or early anaphase, with no intact nuclear membrane visible.","The cell at the center clearly displays condensed, dark chromosomal material arranged in a V-shaped/bipolar configuration, characteristic of a mitotic figure in metaphase or early anaphase, with no intact nuclear membrane visible."
193,10,010.tiff,mitotic,1,bbox,1,1,90,"Yes, 90% confidence. The cell exhibits clear, condensed chromatin in an irregular, distinct chromosomal arrangement lacking a visible nuclear membrane, which is characteristic of the prophase/metaphase stage of mitosis.","The cell exhibits clear, condensed chromatin in an irregular, distinct chromosomal arrangement lacking a visible nuclear membrane, which is characteristic of the prophase/metaphase stage of mitosis."
193,10,010.tiff,mitotic,1,mask,1,0,95,"No, 95% confidence. The cell nucleus highlighted in green exhibits a relatively smooth, homogeneous, or granular chromatin structure without the distinct, condensed chromosome arms or complex arrangements characteristic of a mitotic figure.","The cell nucleus highlighted in green exhibits a relatively smooth, homogeneous, or granular chromatin structure without the distinct, condensed chromosome arms or complex arrangements characteristic of a mitotic figure."
194,10,010.tiff,mitotic,1,raw,1,1,95,"Yes, 95% confidence. The central cell displays clear condensed, dark chromosomal material arranged in a characteristic mitotic configuration (resembling a metaphase plate) with no visible nuclear membrane.","The central cell displays clear condensed, dark chromosomal material arranged in a characteristic mitotic configuration (resembling a metaphase plate) with no visible nuclear membrane."
194,10,010.tiff,mitotic,1,bbox,1,1,95,"Yes, 95% confidence. The cell clearly exhibits condensed, dark, and irregularly shaped chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure.","The cell clearly exhibits condensed, dark, and irregularly shaped chromosomal material with no visible nuclear membrane, which is characteristic of a mitotic figure."
194,10,010.tiff,mitotic,1,mask,1,1,95,"Yes, 95% confidence. The cell exhibits clear chromosomal condensation and a characteristic star-like or irregular configuration consistent with a mitotic figure, lacking an intact nuclear membrane.","The cell exhibits clear chromosomal condensation and a characteristic star-like or irregular configuration consistent with a mitotic figure, lacking an intact nuclear membrane."
